Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA; 10000030000110 ;AVENIDA PAULISTA;1233;;CENTRO;61116-973;GNV;31/07/2023;4,418;;R$ / m³;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA; 10.000.030/0001-10;AVENIDA PAULISTA;1233;;CENTRO;61116-973;GASOLINA ADITIVADA;31/07/2023;5,922;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA; 10.000.030/0001-10;AVENIDA PAULISTA;1233;;CENTRO;61116-973;DIESEL S10;31/07/2023;6,784;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 031 LTDA;10.000.031/0001-17;RUA DAS FLORES;1127;;CENTRO;67125-597;DIESEL S10;31/07/2023;5,937;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 031 LTDA;10.000.031/0001-17;RUA DAS FLORES;1127;;CENTRO;67125-597;GNV;31/07/2023;-1,000;4,669;R$ / m³;BRANCA
S;RS;caxias do sul;AUTO POSTO 032 LTDA;10.000.032/0001-24;RUA DAS FLORES;3452;;CENTRO;71261-230;GASOLINA;31/07/2023;5,357;;R$ / litro;ALESAT
S;RS;CAXIAS DO SUL;AUTO POSTO 032 LTDA; 10000032000124 ;RUA DAS FLORES;3452;;CENTRO;71261-230;DIESEL S10;31/07/2023;6,521;;R$ / litro;ALESAT
NE;BA;SALVADOR;AUTO POSTO 033 LTDA;10.000.033/0001-31;RODOVIA BR 116;2725;;CENTRO;13552-185;DIESEL S10;31/07/2023;6,371;;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO 034 LTDA; 10000034000138 ;AVENIDA BRASIL;1075;;CENTRO;59689-435;ETANOL;31/07/2023;4,102;;R$ / litro;VIBRA
NE;BA;salvador;AUTO POSTO 034 LTDA; 10.000.034/0001-38;AVENIDA BRASIL;1075;;CENTRO;59689-435;GNV;31/07/2023;4,973;;R$ / m³;VIBRA
NE;BA;SALVADOR;AUTO POSTO 034 LTDA;10.000.034/0001-38;AVENIDA BRASIL;1075;;CENTRO;59689-435;GASOLINA ADITIVADA;31/07/2023;5,625;;R$ / litro;VIBRA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA; 10.000.035/0001-45;AVENIDA PAULISTA;3090;;CENTRO;65255-358;GASOLINA;31/07/2023;6,095;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA; 10000035000145 ;AVENIDA PAULISTA;3090;;CENTRO;65255-358;GNV;31/07/2023;5,060;4,296;R$ / m³;BRANCA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA; 10000035000145 ;AVENIDA PAULISTA;3090;;CENTRO;65255-358;GASOLINA ADITIVADA;31/07/2023;5,937;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 036 LTDA;10.000.036/0001-52;RUA DAS FLORES;2672;;CENTRO;18993-899;GASOLINA ADITIVADA;31/07/2023;5,823;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 036 LTDA;10.000.036/0001-52;RUA DAS FLORES;2672;;CENTRO;18993-899;GNV;31/07/2023;5,048;;R$ / m³;BRANCA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 037 LTDA;10.000.037/0001-59;AVENIDA BRASIL;2554;;CENTRO;29973-344;GASOLINA;31/07/2023;6,123;5,173;R$ / litro;VIBRA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 037 LTDA; 10000037000159 ;AVENIDA BRASIL;2554;;CENTRO;29973-344;GASOLINA ADITIVADA;31/07/2023;5,974;5,361;R$ / litro;VIBRA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 038 LTDA; 10.000.038/0001-66;AVENIDA PAULISTA;3151;;CENTRO;58351-271;GASOLINA;31/07/2023;0,000;;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 038 LTDA;10.000.038/0001-66;AVENIDA PAULISTA;3151;;CENTRO;58351-271;GASOLINA ADITIVADA;31/07/2023;5,568;4,809;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA; 10000039000173 ;AVENIDA BRASIL;2380;;CENTRO;13365-419;GNV;31/07/2023;4,624;;R$ / m³;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA;10.000.039/0001-73;AVENIDA BRASIL;2380;;CENTRO;13365-419;ETANOL;31/07/2023;3,561;3,155;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 040 LTDA; 10.000.040/0001-80;RUA DAS FLORES;321;;CENTRO;87607-807;ETANOL;31/07/2023;3,708;;R$ / litro;VIBRA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 040 LTDA;10.000.040/0001-80;RUA DAS FLORES;321;;CENTRO;87607-807;GASOLINA;31/07/2023;5,641;;R$ / litro;VIBRA
N;AM;MANAUS;AUTO POSTO 041 LTDA;10.000.041/0001-87;RODOVIA BR 116;3215;;CENTRO;15383-455;ETANOL;31/07/2023;3,312;;R$ / litro;ALESAT
N;AM;MANAUS;AUTO POSTO 041 LTDA; 10.000.041/0001-87;RODOVIA BR 116;3215;;CENTRO;15383-455;GASOLINA;31/07/2023;6,033;;R$ / litro;ALESAT
N;AM;MANAUS  ;AUTO POSTO 041 LTDA; 10.000.041/0001-87;RODOVIA BR 116;3215;;CENTRO;15383-455;GNV;31/07/2023;4,367;3,975;R$ / m³;ALESAT
N;AM;MANAUS;AUTO POSTO 042 LTDA;10.000.042/0001-94;AVENIDA PAULISTA;61;;CENTRO;65057-942;DIESEL S10;31/07/2023;6,169;;R$ / litro;RAIZEN
N;AM;MANAUS;AUTO POSTO 042 LTDA;10.000.042/0001-94;AVENIDA PAULISTA;61;;CENTRO;65057-942;ETANOL;31/07/2023;3,845;;R$ / litro;RAIZEN
N;AM;MANAUS;AUTO POSTO 043 LTDA;10.000.043/0001-01;RUA QUINZE DE NOVEMBRO;2907;;CENTRO;30052-545;ETANOL;31/07/2023;3,532;3,149;R$ / litro;VIBRA
N;AM;MANAUS;AUTO POSTO 043 LTDA;10.000.043/0001-01;RUA QUINZE DE NOVEMBRO;2907;;CENTRO;30052-545;DIESEL S10;31/07/2023;5,848;;R$ / litro;VIBRA
N;AM;MANAUS;AUTO POSTO 044 LTDA; 10000044000108 ;RODOVIA BR 116;3182;;CENTRO;73372-576;GNV;31/07/2023;5,120;4,743;R$ / m³;RAIZEN
N;AM;MANAUS;AUTO POSTO 044 LTDA; 10000044000108 ;RODOVIA BR 116;3182;;CENTRO;73372-576;GASOLINA ADITIVADA;31/07/2023;5,797;5,347;R$ / litro;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 045 LTDA; 10.000.045/0001-15;RUA DAS FLORES;3412;;CENTRO;21359-385;DIESEL S10;31/07/2023;5,931;;R$ / litro;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 046 LTDA;10.000.046/0001-22;AVENIDA PAULISTA;127;;CENTRO;74789-971;DIESEL S10;31/07/2023;6,849;6,040;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 046 LTDA; 10.000.046/0001-22;AVENIDA PAULISTA;127;;CENTRO;74789-971;GASOLINA ADITIVADA;31/07/2023;5,645;;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 047 LTDA; 10.000.047/0001-29;AVENIDA PAULISTA;3277;;CENTRO;43862-448;ETANOL;31/07/2023;4,161;3,633;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 047 LTDA;10.000.047/0001-29;AVENIDA PAULISTA;3277;;CENTRO;43862-448;GASOLINA;31/07/2023;6,106;;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 047 LTDA; 10000047000129 ;AVENIDA PAULISTA;3277;;CENTRO;43862-448;GNV;31/07/2023;4,224;;R$ / m³;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 048 LTDA;10.000.048/0001-36;RUA DAS FLORES;360;;CENTRO;41635-837;GNV;31/07/2023;5,151;4,632;R$ / m³;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 048 LTDA;10.000.048/0001-36;RUA DAS FLORES;360;;CENTRO;41635-837;GASOLINA ADITIVADA;31/07/2023;5,776;;R$ / litro;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 048 LTDA;10.000.048/0001-36;RUA DAS FLORES;360;;CENTRO;41635-837;ETANOL;31/07/2023;4,125;3,807;R$ / litro;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 049 LTDA; 10.000.049/0001-43;RUA QUINZE DE NOVEMBRO;2655;;CENTRO;74332-558;ETANOL;31/07/2023;3,796;;R$ / litro;BRANCA
SE;RJ;NITERÓI;AUTO POSTO 049 LTDA; 10000049000143 ;RUA QUINZE DE NOVEMBRO;2655;;CENTRO;74332-558;GASOLINA ADITIVADA;31/07/2023;5,632;;R$ / litro;BRANCA
SE;RJ;NITERÓI;AUTO POSTO 050 LTDA;10.000.050/0001-50;RUA QUINZE DE NOVEMBRO;2843;;CENTRO;41890-413;DIESEL S10;31/07/2023;6,121;;R$ / litro;ALESAT
SE;RJ;NITERÓI;AUTO POSTO 050 LTDA; 10.000.050/0001-50;RUA QUINZE DE NOVEMBRO;2843;;CENTRO;41890-413;ETANOL;31/07/2023;3,613;3,059;R$ / litro;ALESAT
SE;RJ;NITERÓI;AUTO POSTO 050 LTDA;10.000.050/0001-50;RUA QUINZE DE NOVEMBRO;2843;;CENTRO;41890-413;GASOLINA ADITIVADA;31/07/2023;5,721;5,046;R$ / litro;ALESAT
SE;RJ;NITERÓI;AUTO POSTO 051 LTDA;10.000.051/0001-57;RODOVIA BR 116;1364;;CENTRO;56112-819;ETANOL;31/07/2023;3,787;;R$ / litro;RAIZEN
SE;RJ;niterói;AUTO POSTO 051 LTDA;10.000.051/0001-57;RODOVIA BR 116;1364;;CENTRO;56112-819;GNV;31/07/2023;4,415;;R$ / m³;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 051 LTDA; 10.000.051/0001-57;RODOVIA BR 116;1364;;CENTRO;56112-819;GASOLINA;31/07/2023;5,736;4,973;R$ / litro;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 052 LTDA; 10000052000164 ;AVENIDA BRASIL;2964;;CENTRO;35242-423;GNV;31/07/2023;5,055;;R$ / m³;BRANCA
SE;RJ;niterói;AUTO POSTO 052 LTDA;10.000.052/0001-64;AVENIDA BRASIL;2964;;CENTRO;35242-423;GASOLINA ADITIVADA;31/07/2023;5,694;;R$ / litro;BRANCA
SE;RJ;NITERÓI;AUTO POSTO 052 LTDA;10.000.052/0001-64;AVENIDA BRASIL;2964;;CENTRO;35242-423;GASOLINA;31/07/2023;5,941;5,425;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA;10.000.002/0001-14;RUA DAS FLORES;2619;;CENTRO;44335-265;DIESEL S10;14/08/2023;5,901;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA; 10000002000114 ;RUA DAS FLORES;2619;;CENTRO;44335-265;GASOLINA;14/08/2023;5,356;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA; 10000002000114 ;RUA DAS FLORES;2619;;CENTRO;44335-265;GNV;14/08/2023;4,229;;R$ / m³;RAIZEN
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;AVENIDA BRASIL;3880;;CENTRO;29536-658;GNV;14/08/2023;4,475;;R$ / m³;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;AVENIDA BRASIL;3880;;CENTRO;29536-658;GASOLINA ADITIVADA;14/08/2023;6,262;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;AVENIDA BRASIL;3880;;CENTRO;29536-658;DIESEL S10;14/08/2023;6,108;5,240;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 004 LTDA;10.000.004/0001-28;RUA DAS FLORES;181;;CENTRO;50404-473;GASOLINA ADITIVADA;14/08/2023;6,638;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 004 LTDA; 10000004000128 ;RUA DAS FLORES;181;;CENTRO;50404-473;GNV;14/08/2023;4,544;;R$ / m³;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 004 LTDA;10.000.004/0001-28;RUA DAS FLORES;181;;CENTRO;50404-473;ETANOL;14/08/2023;3,615;3,328;R$ / litro;BRANCA
SE;SP;GUARULHOS  ;AUTO POSTO 005 LTDA;10.000.005/0001-35;AVENIDA BRASIL;1458;;CENTRO;83385-995;GASOLINA ADITIVADA;14/08/2023;6,621;5,953;R$ / litro;RAIZEN
SE;SP;GUARULHOS;AUTO POSTO 005 LTDA;10.000.005/0001-35;AVENIDA BRASIL;1458;;CENTRO;83385-995;GNV;14/08/2023;4,964;;R$ / m³;RAIZEN
SE;SP;GUARULHOS;AUTO POSTO 005 LTDA; 10000005000135 ;AVENIDA BRASIL;1458;;CENTRO;83385-995;GASOLINA;14/08/2023;5,690;;R$ / litro;RAIZEN
SE;SP;GUARULHOS;AUTO POSTO 006 LTDA; 10.000.006/0001-42;RUA DAS FLORES;3620;;CENTRO;64040-125;ETANOL;14/08/2023;4,248;;R$ / litro;VIBRA
SE;SP;GUARULHOS  ;AUTO POSTO 006 LTDA;10.000.006/0001-42;RUA DAS FLORES;3620;;CENTRO;64040-125;DIESEL S10;14/08/2023;6,720;;R$ / litro;VIBRA
SE;SP;GUARULHOS;AUTO POSTO 006 LTDA;10.000.006/0001-42;RUA DAS FLORES;3620;;CENTRO;64040-125;GNV;14/08/2023;4,690;4,038;R$ / m³;VIBRA
SE;SP;GUARULHOS;AUTO POSTO 007 LTDA;10.000.007/0001-49;RUA DAS FLORES;1102;;CENTRO;30866-906;GASOLINA;14/08/2023;5,665;;R$ / litro;BRANCA
SE;SP;GUARULHOS;AUTO POSTO 007 LTDA;10.000.007/0001-49;RUA DAS FLORES;1102;;CENTRO;30866-906;DIESEL S10;14/08/2023;6,811;;R$ / litro;BRANCA
SE;SP;GUARULHOS  ;AUTO POSTO 007 LTDA; 10.000.007/0001-49;RUA DAS FLORES;1102;;CENTRO;30866-906;GNV;14/08/2023;5,161;4,773;R$ / m³;BRANCA
SE;SP;GUARULHOS;AUTO POSTO 008 LTDA; 10.000.008/0001-56;RUA DAS FLORES;3354;;CENTRO;70332-458;GASOLINA ADITIVADA;14/08/2023;5,905;;R$ / litro;IPIRANGA
SE;SP;GUARULHOS;AUTO POSTO 008 LTDA; 10000008000156 ;RUA DAS FLORES;3354;;CENTRO;70332-458;GASOLINA;14/08/2023;6,014;5,576;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 009 LTDA; 10.000.009/0001-63;RUA DAS FLORES;1642;;CENTRO;53025-385;ETANOL;14/08/2023;3,490;;R$ / litro;BRANCA
SE;SP;CAMPINAS;AUTO POSTO 009 LTDA; 10.000.009/0001-63;RUA DAS FLORES;1642;;CENTRO;53025-385;DIESEL S10;14/08/2023;5,940;;R$ / litro;BRANCA
SE;SP;CAMPINAS;AUTO POSTO 009 LTDA; 10000009000163 ;RUA DAS FLORES;1642;;CENTRO;53025-385;GNV;14/08/2023;5,051;;R$ / m³;BRANCA
SE;SP;CAMPINAS;AUTO POSTO 010 LTDA; 10.000.010/0001-70;RODOVIA BR 116;1366;;CENTRO;13617-218;GNV;14/08/2023;5,121;;R$ / m³;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 010 LTDA; 10000010000170 ;RODOVIA BR 116;1366;;CENTRO;13617-218;ETANOL;14/08/2023;3,383;;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 011 LTDA;10.000.011/0001-77;AVENIDA BRASIL;454;;CENTRO;88193-544;ETANOL;14/08/2023;4,027;;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 011 LTDA; 10.000.011/0001-77;AVENIDA BRASIL;454;;CENTRO;88193-544;DIESEL S10;14/08/2023;6,291;5,426;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 012 LTDA;10.000.012/0001-84;RODOVIA BR 116;483;;CENTRO;60488-690;GASOLINA;14/08/2023;5,353;;R$ / litro;VIBRA
SE;SP;CAMPINAS;AUTO POSTO 012 LTDA; 10000012000184 ;RODOVIA BR 116;483;;CENTRO;60488-690;DIESEL S10;14/08/2023;6,342;5,639;R$ / litro;VIBRA
SE;SP;CAMPINAS;AUTO POSTO 012 LTDA;10.000.012/0001-84;RODOVIA BR 116;483;;CENTRO;60488-690;GNV;14/08/2023;4,363;3,997;R$ / m³;VIBRA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 013 LTDA;10.000.013/0001-91;RODOVIA BR 116;3801;;CENTRO;80575-803;DIESEL S10;14/08/2023;5,882;5,140;R$ / litro;VIBRA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 013 LTDA;10.000.013/0001-91;RODOVIA BR 116;3801;;CENTRO;80575-803;GASOLINA;14/08/2023;5,672;;R$ / litro;VIBRA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 013 LTDA; 10000013000191 ;RODOVIA BR 116;3801;;CENTRO;80575-803;ETANOL;14/08/2023;4,425;4,071;R$ / litro;VIBRA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 014 LTDA;10.000.014/0001-98;AVENIDA PAULISTA;2562;;CENTRO;51145-779;ETANOL;14/08/2023;4,467;;R$ / litro;BRANCA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 014 LTDA; 10.000.014/0001-98;AVENIDA PAULISTA;2562;;CENTRO;51145-779;GNV;14/08/2023;4,861;4,125;R$ / m³;BRANCA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 014 LTDA; 10000014000198 ;AVENIDA PAULISTA;2562;;CENTRO;51145-779;DIESEL S10;14/08/2023;5,969;5,244;R$ / litro;BRANCA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 015 LTDA; 10000015000105 ;RUA QUINZE DE NOVEMBRO;1346;;CENTRO;62743-813;GASOLINA ADITIVADA;14/08/2023;5,770;4,936;R$ / litro;IPIRANGA
SE;RJ;rio de janeiro;AUTO POSTO 015 LTDA; 10.000.015/0001-05;RUA QUINZE DE NOVEMBRO;1346;;CENTRO;62743-813;GNV;14/08/2023;4,291;;R$ / m³;IPIRANGA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 015 LTDA; 10.000.015/0001-05;RUA QUINZE DE NOVEMBRO;1346;;CENTRO;62743-813;DIESEL S10;14/08/2023;6,005;5,282;R$ / litro;IPIRANGA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 016 LTDA;10.000.016/0001-12;RUA QUINZE DE NOVEMBRO;2784;;CENTRO;32810-730;DIESEL S10;14/08/2023;5,966;;R$ / litro;ALESAT
SE;RJ;RIO DE JANEIRO;AUTO POSTO 016 LTDA; 10000016000112 ;RUA QUINZE DE NOVEMBRO;2784;;CENTRO;32810-730;GASOLINA ADITIVADA;14/08/2023;6,618;;R$ / litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA; 10000017000119 ;AVENIDA PAULISTA;870;;CENTRO;66346-904;ETANOL;14/08/2023;4,455;;R$ / litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA;10.000.017/0001-19;AVENIDA PAULISTA;870;;CENTRO;66346-904;DIESEL S10;14/08/2023;6,324;5,826;R$ / litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA;10.000.017/0001-19;AVENIDA PAULISTA;870;;CENTRO;66346-904;GASOLINA ADITIVADA;14/08/2023;5,682;;R$ / litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA;10.000.018/0001-26;RUA QUINZE DE NOVEMBRO;2777;;CENTRO;38010-623;GASOLINA ADITIVADA;14/08/2023;6,439;5,654;R$ / litro;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA;10.000.018/0001-26;RUA QUINZE DE NOVEMBRO;2777;;CENTRO;38010-623;GASOLINA;14/08/2023;6,218;5,733;R$ / litro;RAIZEN
SE;MG;BELO HORIZONTE  ;AUTO POSTO 018 LTDA; 10.000.018/0001-26;RUA QUINZE DE NOVEMBRO;2777;;CENTRO;38010-623;GNV;14/08/2023;4,720;;R$ / m³;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA; 10000019000133 ;RODOVIA BR 116;2729;;CENTRO;53933-195;GASOLINA ADITIVADA;14/08/2023;5,674;5,055;R$ / litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA;10.000.019/0001-33;RODOVIA BR 116;2729;;CENTRO;53933-195;GASOLINA;14/08/2023;6,317;;R$ / litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA; 10.000.020/0001-40;RUA DAS FLORES;110;;CENTRO;16057-350;GASOLINA;14/08/2023;6,266;5,633;R$ / litro;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA;10.000.020/0001-40;RUA DAS FLORES;110;;CENTRO;16057-350;DIESEL S10;14/08/2023;6,103;5,461;R$ / litro;RAIZEN
SE;MG;BELO HORIZONTE  ;AUTO POSTO 020 LTDA; 10.000.020/0001-40;RUA DAS FLORES;110;;CENTRO;16057-350;GASOLINA ADITIVADA;14/08/2023;6,537;5,972;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 021 LTDA; 10000021000147 ;RODOVIA BR 116;806;;CENTRO;60328-606;GASOLINA ADITIVADA;14/08/2023;6,494;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 021 LTDA; 10.000.021/0001-47;RODOVIA BR 116;806;;CENTRO;60328-606;GASOLINA;14/08/2023;6,372;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA; 10000022000154 ;AVENIDA BRASIL;3198;;CENTRO;65724-324;GNV;14/08/2023;4,805;4,227;R$ / m³;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA; 10000022000154 ;AVENIDA BRASIL;3198;;CENTRO;65724-324;DIESEL S10;14/08/2023;6,635;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA;10.000.022/0001-54;AVENIDA BRASIL;3198;;CENTRO;65724-324;GASOLINA;14/08/2023;5,372;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;1030;;CENTRO;25906-567;GNV;14/08/2023;4,374;;R$ / m³;VIBRA
SE;MG;UBERLANDIA  ;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;1030;;CENTRO;25906-567;ETANOL;14/08/2023;3,556;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;1030;;CENTRO;25906-567;GASOLINA ADITIVADA;14/08/2023;6,299;5,568;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA; 10000024000168 ;RODOVIA BR 116;3348;;CENTRO;76162-536;GASOLINA ADITIVADA;14/08/2023;6,196;5,296;R$ / litro;ALESAT
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RODOVIA BR 116;3348;;CENTRO;76162-536;DIESEL S10;14/08/2023;6,114;5,225;R$ / litro;ALESAT
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RODOVIA BR 116;3348;;CENTRO;76162-536;GNV;14/08/2023;4,847;;R$ / m³;ALESAT
S;RS;PORTO ALEGRE;AUTO POSTO 025 LTDA;10.000.025/0001-75;AVENIDA PAULISTA;3089;;CENTRO;42406-960;DIESEL S10;14/08/2023;6,751;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 025 LTDA;10.000.025/0001-75;AVENIDA PAULISTA;3089;;CENTRO;42406-960;GASOLINA ADITIVADA;14/08/2023;6,262;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA; 10.000.026/0001-82;RUA QUINZE DE NOVEMBRO;327;;CENTRO;47450-340;ETANOL;14/08/2023;4,127;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA; 10.000.026/0001-82;RUA QUINZE DE NOVEMBRO;327;;CENTRO;47450-340;GASOLINA;14/08/2023;5,805;5,034;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA;10.000.026/0001-82;RUA QUINZE DE NOVEMBRO;327;;CENTRO;47450-340;DIESEL S10;14/08/2023;5,808;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA; 10.000.027/0001-89;RUA DAS FLORES;957;;CENTRO;60205-810;GASOLINA ADITIVADA;14/08/2023;5,878;4,971;R$ / litro;VIBRA
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA; 10.000.027/0001-89;RUA DAS FLORES;957;;CENTRO;60205-810;GASOLINA;14/08/2023;5,587;;R$ / litro;VIBRA
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA;10.000.027/0001-89;RUA DAS FLORES;957;;CENTRO;60205-810;GNV;14/08/2023;4,717;3,986;R$ / m³;VIBRA
S;RS;PORTO ALEGRE;AUTO POSTO 028 LTDA; 10000028000196 ;RUA QUINZE DE NOVEMBRO;1365;;CENTRO;81121-577;GASOLINA ADITIVADA;14/08/2023;6,277;;R$ / litro;RAIZEN
S;RS;PORTO ALEGRE;AUTO POSTO 028 LTDA; 10.000.028/0001-96;RUA QUINZE DE NOVEMBRO;1365;;CENTRO;81121-577;DIESEL S10;14/08/2023;6,085;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL  ;AUTO POSTO 029 LTDA; 10.000.029/0001-03;RUA QUINZE DE NOVEMBRO;3716;;CENTRO;86556-812;DIESEL S10;14/08/2023;6,797;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 029 LTDA;10.000.029/0001-03;RUA QUINZE DE NOVEMBRO;3716;;CENTRO;86556-812;GNV;14/08/2023;4,494;;R$ / m³;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 029 LTDA;10.000.029/0001-03;RUA QUINZE DE NOVEMBRO;3716;;CENTRO;86556-812;GASOLINA;14/08/2023;6,342;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA;10.000.030/0001-10;AVENIDA PAULISTA;1233;;CENTRO;61116-973;GNV;14/08/2023;4,944;4,504;R$ / m³;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA; 10.000.030/0001-10;AVENIDA PAULISTA;1233;;CENTRO;61116-973;GASOLINA ADITIVADA;14/08/2023;6,060;5,120;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA;10.000.030/0001-10;AVENIDA PAULISTA;1233;;CENTRO;61116-973;DIESEL S10;14/08/2023;6,319;5,376;R$ / litro;RAIZEN
